Brand,Model,Title,Price,Year,Kilometers,Date
Skoda,Karoq,"1,469 P.M  | Skoda Karoq | 0% Downpayment | Perfect Condition!",74999.0,2022.0,39000.0,04/16/2025
BMW,X1,BMW X1 S-DRIVE 20I WITH M-KIT 1998CC 2018 - GCC - FULLY LOADED - AMAZING CONDITION,55000.0,2018.0,110000.0,04/16/2025
Chevrolet,Silverado,"5.3L V8 LT With 3 Years or 100,000 KM Warranty from Dealer",156000.0,2024.0,0.0,04/16/2025
Jetour,Dashing,Jetour Dashing 1.6T Luxury 2025,76000.0,2025.0,0.0,04/16/2025
BYD,Leopard 8,939HP - BYD LEOPERD 8 FLAGSHIP - 2.0L - BRAND NEW CONDITION,249000.0,2025.0,0.0,04/16/2025
Land Rover,Range Rover Sport,"AED2,216/month | 2016 Land Rover Range Rover Sport HSE 3.0L | GCC Specifications | Ref#280107",92001.0,2016.0,126773.0,04/16/2025
GAC,EMKOO,"1,762 P.M  | Emkoo GL | 0% Downpayment | BRAND NEW! WARRANTY!",89999.0,2025.0,16.0,04/16/2025
Infiniti,QX70,AED 956/month | 2018 Infiniti QX70 Luxury | GCC Specs | Ref#298636,62900.0,2018.0,151838.0,04/16/2025
Subaru,WRX,"AED1,668/month | 2017 Subaru WRX STI 2.5L | GCC Specifications | Ref#287388",83900.0,2017.0,99500.0,04/16/2025
Nissan,Sentra,Nissan Santra 1.8 GGC Specs,23000.0,2018.0,182610.0,04/16/2025
Mercedes-Benz,C-Class,"Extended Special Offers - AED 7,113 P/M - C63 AMG S E-Performance",485000.0,2024.0,34.0,04/16/2025
Mercedes-Benz,C-Class,"2020 Mercedes Benz C200 AMG Coupe, 2025 Mercedes Warranty + Service Pack, Excellent Condition, GCC",179000.0,2020.0,58618.0,04/16/2025
Toyota,Yaris,AED 684/month | 2021  Basic | GCC Specs | Ref#301434,45000.0,2021.0,48964.0,04/16/2025
Ford,Mustang,2024 /ORGINAL AIR BAGS// LOW MILEG ONLY 5500 KM,133000.0,2024.0,5500.0,04/16/2025
Tesla,Model Y,AED 2006/month | 2022 Tesla Model Y Performance | GCC Specs | Ref#257536,132000.0,2022.0,51097.0,04/16/2025
Dodge,Charger,AED 1778/month | 2021 Dodge Charger R/T | GCC Specs | Ref#306541,117000.0,2021.0,38267.0,04/16/2025
Maserati,Levante,2021 Maserati Levante SQ4,117999.0,2021.0,67214.0,04/16/2025
Toyota,Coaster,Toyota Coaster - 2.7 - Manual Petrol - 23 Seater - 2025,213000.0,2025.0,0.0,04/16/2025
Audi,A7,AED 1338/month | 2015 Audi A7  | GCC Specs | Ref#300102,38000.0,2015.0,177224.0,04/16/2025
Mercedes-Benz,C-Class,Mercedes-Benz C43 AMG 4MATIC Under Warranty,217000.0,2020.0,59650.0,04/16/2025
Infiniti,FX45/FX35,Infiniti fx35 2012 model GCC low mileage well maintained,32000.0,2012.0,125850.0,04/16/2025
Mercedes-Benz,G-Class,G63 2023 MINT CONDITION,679999.0,2023.0,6000.0,04/16/2025
Volvo,C-Class,Full service history c30 ..R design...perfect condition,18000.0,2013.0,175000.0,04/16/2025
Nissan,Maxima,NISSAN MAXIMA GCC SPECE,24000.0,2013.0,134247.0,04/16/2025
Mercedes-Benz,CLS-Class,2022 Mercedes-Benz CLS 350 – Luxury. Low Mileage. Fully Loaded.,280000.0,2022.0,39000.0,04/16/2025
Toyota,Corolla Cross,Corolla Cross Hybrid | Warranty | 2022 |  GCC | 2 keys | Clean Car,72990.0,2022.0,48977.0,04/16/2025
Maserati,Ghibli,Mesarati Ghibli V6 3.0L GCC well maintained low mileage,48500.0,2014.0,120000.0,04/16/2025
Mazda,CX-5,Mazda CX5 2021 Gray GCC Clean Car,65000.0,2021.0,78000.0,04/16/2025
Infiniti,QX50,AED 1444/month | 2021 Infiniti QX50 Luxury | GCC Specs | Ref#311399,95000.0,2021.0,75126.0,04/16/2025
MG,HS,MG HS 2.0L TURBO AWD LUXURY HI A/T PTR 2023,51000.0,2023.0,0.0,04/16/2025
Toyota,Supra,"AED3,039/month | 2023 Toyota Supra GR 3.0L | GCC Specifications | Ref#285417",200000.0,2023.0,8767.0,04/16/2025
Nissan,Sunny,GCC / 2021 / SV + 1.5L + NAVIGATION + CAMERA + SENSORS + CHROME PACKAGE / UNLIMITED MILEAGE WARRANTY,31900.0,2021.0,20382.0,04/16/2025
Mercedes-Benz,GLS-Class,"First Owner, Lady driven, Special Designo Red Color",154000.0,2017.0,116149.0,04/16/2025
Land Rover,Range Rover,range rover Autobiography GCC 2025 Altayer warranty,940000.0,2025.0,0.0,04/16/2025
BMW,X3,AED 1156/M | BMW X3 Xdrive28i | M Sports | Original Paint | Full Service History | GCC Specs,49000.0,2016.0,145000.0,04/16/2025
Volkswagen,Tiguan,AED 1000 PM | 1.4 L | GCC |  AGENCY WARRANTY TILL 10/2026,66900.0,2021.0,91000.0,04/16/2025
Volkswagen,Golf,"AED 2,089 pm • 0% Downpayment • GTI P1 • 1 Year Warranty",109000.0,2022.0,48601.0,04/16/2025
BMW,M4,BMW M4 for Sale,149000.0,2016.0,90000.0,04/16/2025
Toyota,Supra,SUPRA GR V6 • GCC • FULL-SERVICE HISTORY,179990.0,2022.0,33000.0,04/16/2025
Mercedes-Benz,E-Class,AED 2335/month | 2017 Mercedes-Benz E-Class E 300 | GCC Specs | Ref#263255,126000.0,2017.0,63131.0,04/16/2025
MINI,Countryman,Mini Countryman JCW full agency service GCC,56500.0,2017.0,137000.0,04/16/2025
Volkswagen,Touareg,AED 2963/month | 2022 Volkswagen Touareg R-Line Black Edition | GCC Specs | Ref#298308,195000.0,2022.0,28566.0,04/16/2025
Ford,F-Series Pickup,"AED2,501/month | 2017 Ford F-Series Pickup Raptor 3.5L | GCC Specs | Ref#286043",135000.0,2017.0,129014.0,04/16/2025
BMW,4-Series,"BMW M440i GC , M SEATS , 2025 , 5 YEARS SERVICE WARRANTY",325000.0,2025.0,400.0,04/16/2025
Mercedes-Benz,A-Class,MERCEDES-BENZ A220 || CLEAN TITLE || 2024,129000.0,2024.0,1500.0,04/16/2025
Rolls-Royce,Cullinan,2023 CULLINAN BLACK BADGE MANSORY | 24 INCHES FORGED MANSORY WHEELS | REAR TVS | STARLIGHTS,1995000.0,2023.0,12000.0,04/16/2025
Tesla,Model 3,AED 1657/month | 2021 Tesla Model 3 Performance | GCC Specs | Ref#300416,109000.0,2021.0,43787.0,04/16/2025
Toyota,Raize,Toyota Raize,52500.0,2023.0,61000.0,04/16/2025
Mercedes-Benz,E-Class,Warranty,36000.0,2014.0,165000.0,04/16/2025
Cadillac,Escalade,AED 5546/month | 2023 Cadillac Escalade Sport Platinum | GCC Specs | Ref#302957,365000.0,2023.0,29848.0,04/16/2025
Mitsubishi,Outlander,GCC car very clean,48000.0,2019.0,185000.0,04/16/2025
Hino,300,HINO 714 4.2 TON EURO 3 CHASSIS  MODEL 2023 COLOUR WHITE,88000.0,2023.0,0.0,04/16/2025
Mitsubishi,Pajero,GCC specc 0 accidents full services history super clean,39000.0,2017.0,170000.0,04/16/2025
BMW,X6,2022 BMW X6 xDrive40i 3.0L| GCC Specifications,264900.0,2022.0,34000.0,04/16/2025
BMW,M4,"AED7,126/month | 2023 BMW M4 Competition xDrive M-Kit 3.0L | GCC Specifications | Ref#255332",440900.0,2023.0,3547.0,04/16/2025
Mercedes-Benz,E-Class,"2021 Mercedes-Benz E200 Station Wagon (GCC Spec) – 75,000 KM – Excellent Condition",98000.0,2021.0,75000.0,04/16/2025
MG,RX8,AED 1368/month | 2023 MG RX8 Luxury | GCC Specs | Ref#308690,90000.0,2023.0,12271.0,04/16/2025
Ford,Escape,ORGINAL PAINT FULL SERVICE HISTORY best price in market,39000.0,2020.0,70000.0,04/16/2025
MINI,Cooper,"2,056 P.M  | 0% Downpayment | MINI COOPER 4DR || FULLY LOADED!",104999.0,2024.0,3800.0,04/16/2025
Audi,S7/RS7,"2021, GCC, Audi RS 7, Audi Warranty Till 2026, Full Service History, Excellent Condition",335000.0,2021.0,80030.0,04/16/2025
Chevrolet,Suburban,2023 Chevrolet Suburban High Country FULL OPTION 6.2L V8,279000.0,2023.0,0.0,04/16/2025
Mercedes-Benz,E-Class,AED 2720/month | 2021 Mercedes-Benz E-Class E 300 | GCC Specs | Ref#285656,179000.0,2021.0,82086.0,04/16/2025
Porsche,Taycan,Porsche Taycan Performance+ in Carrara White Metallic MY2022 CELERITY,315000.0,2022.0,40127.0,04/16/2025
Lincoln,MKX,Lincoln MKX,9000.0,2008.0,250000.0,04/16/2025
BMW,7-Series,BMW 740i M - Model 2023 GCC,440000.0,2023.0,35000.0,04/16/2025
Honda,Accord,Honda Accord Coupe V6 2013 GCC 2nd Owner,26000.0,2013.0,137000.0,04/16/2025
Lexus,ES-Series,2023-SAME LIKE BRAND NEW ES300-IN PERFECT CONDITION-FULLY LOADED-SPECIAL PRICE,165000.0,2023.0,1200.0,04/16/2025
BMW,5-Series,For CHEAP 2022 BMW 5 Series 520i | LOW KMS | DIRECT FROM OWNER,164500.0,2022.0,39000.0,04/16/2025
GMC,Yukon,2021 GMC Yukon Denali GCC Specs in very excellent condition,130000.0,2021.0,80000.0,04/16/2025
Land Rover,Range Rover Evoque,Range rover Evoque with valid service contract,69000.0,2018.0,108000.0,04/16/2025
MG,GT,AED 531/month | 2022  Turbo | GCC Specs | Ref#282107,34900.0,2022.0,101134.0,04/16/2025
Volkswagen,Golf,Golf R 2016,63000.0,2016.0,89800.0,04/16/2025
MINI,Cooper,2019 MINI Cooper | Turbo Fun | Leather | Low KM | Agency History,58000.0,2019.0,82000.0,04/16/2025
Tesla,Model 3,AED 1824/month | 2023 Tesla Model 3 Standard | GCC Specs | Ref#301980,120000.0,2023.0,16683.0,04/16/2025
BMW,X7,AED 3252/month | 2020 BMW X7 xDrive40i | GCC Specs | Ref#297016,214000.0,2020.0,64224.0,04/16/2025
Nissan,Altima,Nissan Altima 2020 SL Silver Gcc Fully Loaded Clean Car,62000.0,2020.0,75000.0,04/16/2025
BMW,2-Series,Bmw M235 convertible with service  history  clean car,69000.0,2016.0,125000.0,04/16/2025
Kia,Sonet,"SPRING SURPRISES • OFFICIAL 5 YEAR KIA WARRANTY OR 150,000 KMS",64990.0,2024.0,0.0,04/16/2025
Hyundai,Sonata,HYUNDAI SONATA GLS FULL OPTION 2016 GCC SPECS SUNROOF CAMERA NAVIGATION IN EXCELLENT,35500.0,2016.0,140233.0,04/16/2025
Mercedes-Benz,E-Class,"E 250 | 2,450 AED Monthly | Under Warranty Till 2027 | Free Insurance + Registration Ref#A951274",154999.0,2021.0,41649.0,04/16/2025
MG,GT,"MG GT 1.5L Turbo Petrol, Fastback Sedan, Full Option",63000.0,2024.0,0.0,04/16/2025
Mercedes-Benz,V-Class,Mercedes-Benz V 300 Avantgrade | 2025 GCC 0km | Agency Warranty | 360 View | 64 colors Ambeint Light,369000.0,2025.0,0.0,04/16/2025
Chevrolet,Silverado,5.3L V8 Trail Boss With Dealer Warranty 3 Years or 100K KM,177000.0,2024.0,0.0,04/16/2025
Mercedes-Benz,GLA,Mercedes Benz AMG 45,159000.0,2021.0,48000.0,04/16/2025
Jeep,Wrangler,2 DOOR • RUBICON • UNDER WARRANTY AGENCY,139990.0,2021.0,63000.0,04/16/2025
Renault,Koleos,RENAULT KOLEOS 2.5 # 2022 GCC # ACCIDENT FREE AND WELL MAINTAINED CAR FOR SALE AED 55000.,55000.0,2022.0,70000.0,04/16/2025
Porsche,Carrera / 911,"2024 Porsche 911 GT3, 2027 Porsche Warranty, Full Service History, Low KMs, GCC",889000.0,2024.0,10006.0,04/16/2025
Dodge,Challenger,VERY CLEAN *ATTRACTIVE COLOR -SUN ROOF / BLIND SPOTS /LARGE TOUCH SCREEN,69000.0,2021.0,41600.0,04/16/2025
Chevrolet,Captiva,CHEVROLER CAPTIVE BEST CAR,61000.0,2023.0,41730.0,04/16/2025
Mercedes-Benz,V-Class,"0% Downpayment | AED 10,065 P/M | Warranty and Service Package Available | Brand New",649950.0,2024.0,44.0,04/16/2025
Infiniti,Q50,Infiniti Q50 S SPORT 2021 GCC,70000.0,2021.0,155000.0,04/16/2025
Ferrari,296 GTB,2024 FERRARI 296 GTB ASSETTO FIORANO / GCC / 20 INCH  / CARBON FIBRE / DEALER WARRANTY AND SERVICE,1199000.0,2024.0,3466.0,04/16/2025
MINI,Cooper,AED 1748/month | 2023 MINI Cooper Cooper S JCW 2.0L | Warranty | Service | GCC Specs | Ref#285237,115000.0,2023.0,27128.0,04/16/2025
Mercedes-Benz,S-Class,S550,100000.0,2014.0,32000.0,04/16/2025
Chevrolet,Spark,BEST !!! MID OPTIONS 2020 SPARK 1.4L GCC !!!!,18900.0,2020.0,117000.0,04/16/2025
Lexus,LX600,LX600 Urban Grade-U3 2024 FOR EXPORT,457000.0,2024.0,0.0,04/16/2025
Toyota,Corolla,Toyota Corolla 2019 Immaculate Condition Low KM Family Car No Accidents Available With Bank Finance,41000.0,2019.0,56000.0,04/16/2025
Cadillac,XT6,Cadillac XT6 Gcc Under warranty  Service Full option,159000.0,2022.0,66000.0,04/16/2025
BMW,X3,"BMW X3 M50i, 2025 , 5 years service and warranty",330000.0,2025.0,400.0,04/16/2025
Bentley,Bentayga,Black Edition loaded W12 Bentayga 2018,435000.0,2018.0,92000.0,04/16/2025
Toyota,Fortuner,Toyota fortuner 2011,44000.0,2011.0,70241.0,04/16/2025
Tesla,Model 3,2022 GCC First Owner Tesla Model 3 Performance Under agency warranty,145000.0,2022.0,16500.0,04/16/2025
BMW,3-Series,BMW 320i 2022 1900 AED P/M With 0% Down Payment For 5 Years,98000.0,2022.0,46000.0,04/16/2025
Land Rover,Range Rover,2024 RANGE ROVER A.B P530 LWB / 23 INCH / REAR ENTERTAINMENT /  MERIDIAN SIGNATURE / DEALER WARRANTY,869000.0,2024.0,15.0,04/16/2025
Hyundai,Accent,Satwa,16900.0,2014.0,172000.0,04/16/2025
Nissan,Patrol,2019 Nissan Patrol LE 4.0L | GCC Specifications,130000.0,2019.0,85000.0,04/16/2025
Toyota,Previa,Toyota Previa Model 2011,19000.0,2011.0,500000.0,04/16/2025
Mazda,CX-5,AED 1300 PM | 2.5 L | GCC | DEALER WARRANTY,79900.0,2024.0,33000.0,04/16/2025
Mitsubishi,Mirage,2014 Mitsubishi Mirage - Mid Option for sale,11000.0,2014.0,174000.0,04/16/2025
Land Rover,Range Rover Evoque,AED 2605/month | 2014 Land Rover Evoque PURE | GCC Specs | Ref#295480,38000.0,2014.0,190382.0,04/16/2025
Audi,TT,BEST 2008 AUDI TT ROADSTER GCC !!!,24500.0,2008.0,211000.0,04/16/2025
Nissan,Maxima,Nissan Maxima 2018,31000.0,2018.0,252411.0,04/16/2025
Changan,UNI-K,"CHANGAN UNI-K 2.0L Turbo, AWD, Petrol, Model 2025, Color White",122000.0,2025.0,0.0,04/16/2025
Bentley,Continental,2 YEARS WARRANTY AND SERVICE PACKAGE |GTC SPEED W12 | BLACK EDITION | FULL CARBON INTERIOR/ EXTERIOR,1395000.0,2023.0,1000.0,04/16/2025
Nissan,Armada,2017 NISSAN ARMADA PLATINUM 4x4 FACE 2022,83000.0,2017.0,40000.0,04/16/2025
Nissan,Armada,NISSAN ARMADA SL 2024 MODEL,159500.0,2024.0,0.0,04/16/2025
Land Rover,Range Rover Sport,AED 2312/month | 2016 Land Rover Range Rover Sport Hse | GCC Specs | Ref#299072,96000.0,2016.0,88227.0,04/16/2025
Peugeot,2008,AED 616/month 2023 | PEUGEOT | 2008 ACTIVE | GCC SPECS | FULL SERVICE HISTORY | P15013,37500.0,2023.0,50106.0,04/16/2025
Ferrari,SF90 Stradale,Ferrari SF90 | 2021 | Al Tayer | Service Contract 2028 | Matte Yellow PPF,1499000.0,2021.0,1500.0,04/16/2025
Mercedes-Benz,E-Class,MERCEDES E53AMG,143000.0,2019.0,90000.0,04/16/2025
Nissan,Rogue,Nissan Rogue - 2022 MY - Led Lights - Big Screen,44000.0,2022.0,44000.0,04/16/2025
Mercedes-Benz,G-Class,G63 AMG 2021 - GCC  - perfect conditions,550000.0,2021.0,104000.0,04/16/2025
Ford,Edge,Ford Edge SEL AWD | EcoBoost | Excellent Condition | Full Ford Service History,50000.0,2018.0,141027.0,04/16/2025
Mercedes-Benz,EQE,"0% Downpayment | AED 4,258 P/M | Gargash Warranty and Service Package | Gargash Service History",275000.0,2023.0,16444.0,04/16/2025
Mitsubishi,Pajero,SIGNATURE EDITION • IMMACULATE CONDITION,99990.0,2020.0,26400.0,04/16/2025
Nissan,Sunny,2016  SUNNY 1.5 AUTOMATIC,16500.0,2016.0,125000.0,04/16/2025
Mercedes-Benz,GLC,Mercedes GLC200 Coupe 2024 New For Export.,299000.0,2024.0,0.0,04/16/2025
Mercedes-Benz,S-Class,S 580 - 2022 - SWB - 33000 km Only - Clean Title - Japan Specs,325000.0,2022.0,33000.0,04/16/2025
Nissan,Pathfinder,2018 Nissan Pathfinder SV/ family owned/ For Sale,49000.0,2018.0,82476.0,04/16/2025
Bentley,Continental,Bentley V8 S GCC Mulliner,295000.0,2016.0,62900.0,04/16/2025
Hyundai,Accent,2025 BRAND NEW ACCENT 1.5L SMART • OFFICIAL HYUNDAI WARRANTY UNTIL 5 YEARS / 150K KMS,65990.0,2025.0,0.0,04/16/2025
BMW,X5,BMW X5M 50i | 2020 - GCC - Full Service History,179000.0,2020.0,150000.0,04/16/2025
Tesla,Model X,AED 2735/month | 2018 Tesla Model X P100D | GCC Specs | Ref#301233,180000.0,2018.0,81982.0,04/16/2025
Lexus,LS-Series,Dubai - Hatta,28000.0,2004.0,180000.0,04/16/2025
MG,MG5,MG 5 Comfort 1.5L 2025,41000.0,2025.0,0.0,04/16/2025
Mercedes-Benz,A-Class,Monthly 1200/-with 0%DP Mercedes-Benz  A250 Sports first owner service history 1 year warranty,56000.0,2018.0,97000.0,04/16/2025
Mercedes-Benz,E-Class,Mercedes Benz E 200 l Coupe l AMG l Excellent Condition,78000.0,2015.0,23300.0,04/16/2025
Tesla,Cybertruck,TESLA CYBERTRUCK | WARRANTY IN GCC | 0 km - ZERO KM | FREE TEST-DRIVE |,390000.0,2025.0,1.0,04/16/2025
Soueast,S09,2025 BRAND NEW SOUEAST S09 LUXURY | 7 SEATER | 6 YEARS WARRANTY | 3 YEARS SERVICE CONTRACT,119000.0,2025.0,34.0,04/16/2025
Tesla,Cybertruck,Tesla Cybertruck,699000.0,2024.0,0.0,04/16/2025
Mercedes-Benz,G-Class,WARRANTY TILL JUNE 2028 / G 63 AMG DOUBLE NIGHT PACKAGE,748000.0,2024.0,23000.0,04/16/2025
Mazda,6,Mazda 6/2021 Model/GCC Spec/Single Owner/ Auto Loan Can Be Arranged With Zero Down Payment /,56000.0,2021.0,42600.0,04/16/2025
BMW,X6,BMW X6 | xDrive40i | M-Kit | Sport | 3.0L | V6 | 2 Years Warranty + 3 years Contract Service | 2025,355000.0,2025.0,0.0,04/16/2025
Kia,K3,KIA K3 MODEL 2024 0KM FULL OPTION 1.5L PETROL,44000.0,2024.0,0.0,04/16/2025
Land Rover,Range Rover Sport,5 YEARS SERVICE AND WARRANTY AL TAYER | SPORT SV- EDITION ONE | CARBON BRONZE | FULL CARBON INT/EXT,945000.0,2024.0,10.0,04/16/2025
Toyota,Hilux,TOYOTA HILUX 2020 FACELIFTED 2025 GR SPORT GCC V4 2.7L IN EXCELLENT CONDITION,100000.0,2020.0,24757.0,04/16/2025
Mercedes-Benz,S-Class,2018 + ///AMG + V8 TURBO + LONG WHEEL BASE + SUNROOF  + LANE ASSIST,145000.0,2018.0,111981.0,04/16/2025
Ferrari,812 Superfast,812 Superfast Full Carbon,989000.0,2019.0,38000.0,04/16/2025
Porsche,Macan,AED 1881 PM | PORSCHE MACAN S 2016 | FULL PORSCHE SERVICE HISTORY | PRISTINE CONDITION | GCC,99000.0,2016.0,119000.0,04/16/2025
Audi,Q7,Lady Driven Dealer Maintained Perfect Condition Black SUV,59999.0,2015.0,101000.0,04/16/2025
Mercedes-Benz,SLK-Class,2006 MERCEDES-BENZ SLK GCC SPECS IN EXCELLENT CONDITION,16000.0,2006.0,142000.0,04/16/2025
MG,RX5,AED 942/month | 2023 MG RX5 Deluxe | GCC Specs | Ref#308814,62000.0,2023.0,15423.0,04/16/2025
MG,ZS,Mg ZS 1.5L full option 2025 model - 360 degree camera - Panoramic Roof - Driver electric seat - Leat,45900.0,2025.0,10.0,04/16/2025
Kia,Pegas,Kia Pegas LX 2022 / EMI AED 575PM/ FREE WARRANTY,37900.0,2022.0,79531.0,04/16/2025
Kia,Sonet,"SPRING PERKS • OFFICIAL 5 YEAR KIA WARRANTY OR 150,000 KMS",64990.0,2024.0,0.0,04/16/2025
Honda,Civic,Honda civic 2024 1.5 turbo full option sunroof,55000.0,2024.0,25000.0,04/16/2025
GMC,Yukon,2022 GMC Yukon AT4 6.2L,205000.0,2022.0,77000.0,04/16/2025
Mercedes-Benz,EQS,2022 MERCEDES EQS 580 4M / GCC / BURMESTER SOUND / 0% FINANCE RATE FOR 3 YEARS / DEALER WARRANTY,269000.0,2022.0,29325.0,04/16/2025
Chevrolet,Suburban,2022 - Chevrolet Suburban VIP SEATS  Premier,179000.0,2022.0,68000.0,04/16/2025
Audi,Q5,Warranty until Mar. 2027 - Down Payment Assist Available,249900.0,2024.0,8303.0,04/16/2025
Toyota,C-HR,GCC TOYOTA C-HR 2022 MODEL HYBRID AVAILABLE ON 0% DOWNPAYMENT BANK FINANCE AND CASH BOTH,73000.0,2022.0,41000.0,04/16/2025
GMC,Acadia,AED 867/month | 2016 GMC Acadia Denali | GCC Specs | Ref#304949,36000.0,2016.0,96382.0,04/16/2025
Nissan,Altima,Nissan Altima,17000.0,2016.0,190000.0,04/16/2025
Infiniti,Q50,Infinity Q50,34500.0,2016.0,182000.0,04/16/2025
Mercedes-Benz,G-Class,"2020 - BENZ G550  - SUPER CLEAN - LIKE NEW - ONLY 55,000 KM",445000.0,2020.0,55000.0,04/16/2025
BMW,X5,"Stunning BMW X5 2012 GCC FULL OPTION, Low Mileage well maintained and clean",36000.0,2012.0,100978.0,04/16/2025
Nissan,X-Trail,"AED 2,024 / month I Warranty Included",132000.0,2024.0,21707.0,04/16/2025
Ford,Ecosport,AED 458/month | 2016 Ford Ecosport Ambiente | GCC Specs | Ref#287157,19000.0,2016.0,168390.0,04/16/2025
MINI,Cooper,2020 Mini Cooper Full Option Twin Roof 1.5L Petrol,39500.0,2020.0,144862.0,04/16/2025
MG,HS,AED 1034/month | 2023 MG HS Luxury | GCC Specs | Ref#307569,68000.0,2023.0,20922.0,04/16/2025
Audi,S4/RS4,S4 TFSI Quattro | AED 3652 PM | 2 Years Warranty,249000.0,2021.0,21508.0,04/16/2025
